NAME,SIZE,LOCATION_HQ,INDUSTRY,RATING_OVERALL,RATING_DI,RATING_CV,RATING_WL,RATING_SM,RATING_CB,RATING_CO,NUM_REVIEWS,DESCRIPTION,MISSION
SurveyMonkey,1001 to 5000 Employees,"San Mateo, CA",Internet,4.6,4.7,4.8,4.5,4.5,4.3,4.3,See All 528 Reviews,"Founded in 1999 and based in San Mateo, California, SurveyMonkey is the world’s leading People Powered Data platform enabling curious individuals and companies—including 98% of the Fortune 500—to have conversations at scale with the people who matter most.

Whether it’s a trend in the market, opinions of customers, or voices of employees, SurveyMonkey helps organizations transform feedback into business intelligence that drives growth and innovation. Our 1000+ employees throughout North America, Europe, and Asia Pacific are dedicated to powering the curious.","Mission: Power The Curious.

We help organizations around the world turn feedback into action, fueling their ability to grow and innovate. We know that asking the right questions is the first step toward building a better world, and we believe in equality and in elevating all voices—especially the ones that might not otherwise be heard.

We believe that by harnessing the power of feedback we can change what’s possible—and transform our teams, organizations, communities, and the world into better, brighter futures.

Our vision is to raise the bar for human experiences by amplifying individual voices. This vision guides every decision we make—whether it’s about our products, policies, or culture."
Databricks,1001 to 5000 Employees,"San Francisco, CA",Computer Hardware & Software,4.6,4.2,4.5,3.9,4.6,4.5,4.5,See All 204 Reviews,"Databricks is the data and AI company. Thousands of organizations worldwide — including Comcast, Condé Nast, Nationwide and H&M — rely on Databricks’ open and unified platform for data engineering, machine learning and analytics. Databricks is venture-backed and headquartered in San Francisco, with offices around the globe. Founded by the original creators of Apache Spark™, Delta Lake and MLflow,",N/A
Arkansas Blue Cross and Blue Shield,1001 to 5000 Employees,"Little Rock, AR",Insurance Carriers,4.6,4.7,4.2,4.7,3.9,4.6,4.2,See All 165 Reviews,"Arkansas Blue Cross and Blue Shield provides health insurance products and related services for more than 400,000 members in Arkansas, making it the largest health insurer in the state. The company's health insurance plans include HMO, PPO, traditional fee-for-service, and supplemental Medicare. Dental, disability, life, and workers' compensation insurance are provided through various subsidiaries and affiliates of the company. Arkansas Blue Cross and Blue Shield also provides third-party-administration (TPA) services for self-funded plans via its BlueAdvantage Administrators of Arkansas subsidiary. The not-for-profit mutual company is an independent member of the Blue Cross and Blue Shield Association.","Mission: Our mission is to provide organizations, families and individuals with the best value in health-care financing products, life insurance and health-related financial services. Our products and services are designed to create high customer value, confidence, peace of mind and an improved quality of life."
Consumers Energy,5001 to 10000 Employees,"Jackson, MI",Energy,4.5,4.3,4.2,4.1,4.0,4.6,4.1,See All 318 Reviews,"Consumers Energy Company makes sure that the energy consumers in Michigan have the power to crank up their heaters and the gas to fire up their stoves. The company's operating area includes all 68 counties of Michigan's lower peninsula. All told, Consumers Energy has a generating capacity of more than 9,240 MW (primarily fossil-fueled), and distributes electricity to 1.8 million customers and natural gas to 1.7 million customers. Included in the utility's arsenal of power production is electricity generated from fossil-fueled, nuclear, and hydroelectric power plants. Consumers Energy is a subsidiary and primary operating unit of CMS Energy.",N/A
The Boston Beer Company,1001 to 5000 Employees,"Boston, MA",Food & Beverage Manufacturing,4.5,4.5,4.4,4.0,4.2,4.2,4.1,See All 219 Reviews,"We are The Boston Beer Company and together we are heavy.

From the very beginning, Jim Koch wanted to create a company that he would want to work for, creating a culture that celebrated beer with a passion and depth of knowledge that can’t help but be contagious to others.

Over 30 years of brewing beer and cultivating talent later, we continue to be a passionate group of individuals who focus on raising the bar in everything that we do.

We are always looking for hardworking, motivated and competitive people who strive to push the boundaries and never settle. Not to be lost in the shuffle is the ability to have fun – after all, we are a beer company, and if you can’t have fun in this business, there’s something wrong!",N/A
Dartmouth,5001 to 10000 Employees,"Hanover, NH",Colleges & Universities,4.5,3.9,4.1,4.2,3.9,4.1,4.0,See All 570 Reviews,"Dartmouth is located in the neighboring towns of Hanover and Lebanon in the picturesque Upper Connecticut River Valley on the NH and VT border. Dartmouth is surrounded by a vibrant, academic and professional community offering excellent schools, lively arts, and an unmatched quality of life in a beautiful, rural setting. Amenities associated with urban areas in Boston MA, Burlington VT, and Montreal, QC are all within a few hours’ drive.

Part of the esteemed Ivy League, Dartmouth is a private, four-year liberal arts college with an enrollment of nearly 6,000 students. It has an undergraduate college and graduate schools of business, engineering, and medicine, plus graduate programs in the arts and sciences. It's student-teacher ratio is about 8:1. It is also home to a number of centers and institutes including Children's Hospital at Dartmouth; Dartmouth Center on Addiction, Recovery, and Education; and Center for Integrated Space Weather Modeling. Notable alumni include Daniel Webster, Robert Frost, Theodore ""Dr. Seuss"" Geisel, and Nelson Rockefeller.",N/A
Two Sigma,1001 to 5000 Employees,"New York, NY",Investment Banking & Asset Management,4.5,3.9,4.4,4.2,4.1,4.4,4.0,See All 174 Reviews,"Two Sigma is a financial sciences company, combining data analysis, invention, and rigorous inquiry to solve the toughest challenges in investment management, insurance technology, securities, private equity, and venture capital.

Our engineers and modelers develop ideas backed by information and improved by iteration. Empowered by vast amounts of data and extraordinary computing power, we build sophisticated predictive models to realize progress.",N/A
Jean Martin,1001 to 5000 Employees,"New York, NY",IT Services,4.5,4.9,4.4,4.3,4.4,4.2,4.5,See All 89 Reviews,"Jean Martin helps companies meet their business objectives. The minority-owned business consulting firm specializes in information technology and process improvement. Its services range from offshore application development to business process outsourcing and corporate training. Jean Martin serves clients in the energy, financial services, government, insurance, telecommunications, pharmaceutical, manufacturing, and retail sectors. The company targets customers in Asia, Australia, Europe, and North America from its offices in California, New Jersey, New York, and Rhode Island. It has offshore capabilities in the Czech Republic, India, the Philippines, and Serbia and Montenegro.",N/A
Google,10000+ Employees,"Mountain View, CA",Internet,4.5,4.4,4.4,4.3,4.1,4.5,4.3,"See All 18,362 Reviews","Google is not a conventional company, and we don’t intend to become one. True, we share attributes with the world’s most successful organizations – a focus on innovation and smart business practices comes to mind – but even as we continue to grow, we’re committed to retaining a small-company feel. At Google, we know that every employee has something important to say, and that every employee is integral to our success. We provide individually-tailored compensation packages that can be comprised of competitive salary, bonus, and equity components, along with the opportunity to earn further financial bonuses and rewards.

Googlers thrive in small, focused teams and high-energy environments, believe in the ability of technology to change the world, and are as passionate about their lives as they are about their work. For more information, visit careers.google.com.",N/A
Microsoft,10000+ Employees,"Redmond, WA",Computer Hardware & Software,4.4,4.4,4.3,4.1,4.0,4.1,4.1,"See All 29,390 Reviews","Our drive to change the world unites us!

Microsoft is the ideal place for people who have passion for their work and the desire to make an impact—in their careers, in the community and on the world. Microsoft is a unique company; and not just within the tech industry. Here, smart people thrive on their own terms and push their intelligence to its limit. The variety of job opportunities and career advancement at Microsoft is incredible and empowers you to constantly challenge yourself and chart your own course.",N/A
Apple,10000+ Employees,"Cupertino, CA",Computer Hardware & Software,4.3,4.4,4.3,3.7,3.7,4.3,3.8,"See All 20,848 Reviews","We’re a diverse collective of thinkers and doers, continually reimagining what’s possible to help us all do what we love in new ways. The people who work here have reinvented entire industries with the Mac, iPhone, iPad, and Apple Watch, as well as with services, including Apple TV, the App Store, Apple Music, and Apple Pay. And the same innovation that goes into our products also applies to our practices — strengthening our commitment to leave the world better than we found it.

Every new product we invent, service we create, or store we open is the result of people working together to make each other’s ideas stronger. That happens here because every one of us strives toward a common goal — creating the best customer experiences. So bring your passion, courage, and original thinking and get ready to share it. This is where your work can make a difference in people’s lives. Including your own.",N/A
US Air Force,10000+ Employees,"Washington, DC",Federal Agencies,4.2,4.2,4.0,3.3,3.4,4.3,4.2,"See All 16,602 Reviews","The mission of the US Department of the Air Force is to fly, fight, and win -- in air, space, and cyberspace. Along with the Army, Navy, and Marine Corps, the US Air Force is a major military branch of the US Department of Defense responsible for defending the US and its interests through aerial, space, and cyber warfare. The agency includes more than a dozen major commands, including the Air Force Reserve and Air National Guard. It also consists of field operating agencies and direct reporting units, which are typically assigned to specialized missions. It has more than 150,000 civilian employees and 330,000 active duty personnel, some of whom are deployed in Afghanistan, Iraq, and the Asia/Pacific region.",N/A
Cisco Systems,10000+ Employees,"San Jose, CA",Computer Hardware & Software,4.2,4.3,4.3,4.2,3.8,4.1,3.9,"See All 21,809 Reviews","#WeAreCisco, where each person is unique, but we bring our talents to work as a team and make a difference. Here’s how we do it.

We embrace digital, and help our customers implement change in their digital businesses. Some may think we’re “old” (30 years strong!) and only about hardware, but we’re also a software company. And a security company. A blockchain company. An AI/Machine Learning company. We even invented an intuitive network that adapts, predicts, learns and protects. No other company can do what we do – you can’t put us in a box!

But “Digital Transformation” is an empty buzz phrase without a culture that allows for innovation, creativity, and yes, even failure (if you learn from it.)

So, you have colorful hair? Don’t care. Tattoos? Show off your ink. Like polka dots? That’s cool. Pop culture geek? Many of us are. Passion for technology and world changing? Be you, with us!","Mission: Cisco wants you to bring your uniqueness, join teams to solve challenges, and work together to get results. Be you, with us! #WeAreCisco!

Day to day, we focus on the give and take. We give our best, we give our egos a break and we give of ourselves (because giving back is built into our DNA.) We take accountability, we take bold steps, and we take difference to heart. Because without diversity of thought and a commitment to equality for all, there is no moving forward."
Capital One,10000+ Employees,"Mc Lean, VA",Banks & Credit Unions,4.1,4.2,4.1,4.1,3.6,4.2,3.7,"See All 9,224 Reviews","Capital One is where professional achievement meets personal satisfaction. Here, every day is another chance to do meaningful work and disrupt an entire industry in positive ways—while getting the opportunities, support and benefits you need.

Compassionate and curious. Inspirational and energized. That’s #LifeAtCapitalOne. Discover it for yourself today.","Mission: Capital One is an equal opportunity employer committed to diversity and inclusion in the workplace. All qualified applicants will receive consideration for employment without regard to sex, race, color, age, national origin, religion, sexual orientation, gender identity, protected veteran status, disability or other protected status."
Qualcomm,10000+ Employees,"San Diego, CA",Computer Hardware & Software,4.1,3.9,3.8,3.4,3.6,4.1,4.0,"See All 6,804 Reviews","We’re looking for inventive minds to help fuel what’s next in 5G.

Qualcomm is the wireless technology innovator and the company of inventors that unlocked 5G. We’re ushering in an age of rapid acceleration in wireless connectivity that’s transforming entire industries and enriching lives on a global scale. From smartphones to smart homes, mobile PCs to automotive, gaming to XR/VR/AR, and audio to factories of the future, 5G may be the most important technological development of the 21 st century — and Qualcomm is leading the way.

But this is just the beginning. It takes brilliant minds with diverse skills, backgrounds, and cultures to transform 5G’s potential into world-changing technologies and products. This is the Invention Age — and this is where you come in.",N/A
Intel Corporation,10000+ Employees,"Santa Clara, CA",Computer Hardware & Software,4.1,4.4,4.1,4.0,3.5,4.0,3.9,"See All 17,699 Reviews","Intel’s mission is to shape the future of technology to help create a better future for the entire world. By pushing forward in fields like AI, analytics and cloud-to-edge technology, Intel’s work is at the heart of countless innovations. From major breakthroughs like self-driving cars and rebuilding the coral reefs, to things that make everyday life better like blockbuster effects and improved shopping experiences — they’re all powered by Intel technology. With a career at Intel, you have the opportunity to help make the future more wonderful for everyone.

Join us.",N/A
Bank of America,10000+ Employees,"Charlotte, NC",Banks & Credit Unions,4.0,4.3,4.0,3.8,3.5,4.0,3.8,"See All 26,089 Reviews","Bank of America is one of the world's largest financial institutions, serving individuals, small- and middle-market businesses and large corporations with a full range of banking, investing, asset management and other financial and risk management products and services. The company serves approximately 56 million U.S. consumer and small business relationships. It is among the world's leading wealth management companies and is a global leader in corporate and investment banking and trading.",N/A
Accenture,10000+ Employees,"Dublin, Ireland",Consulting,4.0,4.2,3.9,3.4,3.5,3.9,3.9,"See All 73,978 Reviews","Growing customer expectations. Market-Shaping AI. Self-Optimizing systems. The post-digital age shows no signs of slow down, and the need for the new ideas powered by intelligent technologies has never been greater.

A vision for the future can’t be realized without know-how. Accenture partners with our clients drive real innovation – the kind that turns an idea into an industry – helping them transform and grow their organizations. Learn how we work with companies from all industries across the globe to create the New, now.",N/A
Galileo Learning,1001 to 5000 Employees,"Oakland, CA",K-12 Education,4.5,4.1,4.7,4.0,4.2,3.5,3.9,See All 354 Reviews,"Since launching our first camp in 2002, Galileo has grown to over 70 awe-inspiring summer programs throughout the Bay Area, SoCal, and Chicagoland, for which we hire over to 2,800+ summer staff each year. Our mission is to develop innovators who envision and create a better world. We’re simultaneously providing a platform for a new generation of innovative industry professionals. Working for Galileo gives you the chance to be part of something meaningful and ground-breaking. Whether joining our Summer Staff, Camp Director, or Headquarters teams, people who come to work here find the energy and atmosphere so addicting that they stick around for a long time. That tells us we’re doing something right.

Don't just take our word for it. Galileo was named one of Forbes' 25 Best Small Companies in America for 2017. Galileo is also a certified B Corp, and was recently recognized as one of the ""Best Places to Work in the Bay Area"" by the SF Business Times for the ninth year running.","Mission: Our mission is to develop innovators who envision and create a better world. We think the world NEEDS innovators and that kids who learn to explore and fail without fear—the essence of innovation—are happier, more creative and more confident when faced with life’s challenges. They don’t always get this incredible boost in other settings, but thousands of them have been getting it at Galileo since 2002."
McCarthy Building,1001 to 5000 Employees,"Saint Louis, MO",Construction,4.5,4.3,4.7,3.7,4.4,4.6,4.5,See All 295 Reviews,"McCarthy Overview
McCarthy Building Companies, Inc. is one of America's premier commercial construction companies. Our reputation for tackling the toughest building challenges starts with our focus on building high-performing teams that collaborate with clients and industry partners starting in the earliest stages of design, throughout construction and beyond project completion. With offices and employees nationwide, we specialize in a wide range of project types including healthcare, education, renewable energy, marine, water/wastewater, commercial office and retail, hospitality/entertainment and airports. Originally founded as a family business in 1864, today we are proud to be 100 percent employee-owned.",N/A
KKR,1001 to 5000 Employees,"New York, NY",Investment Banking & Asset Management,4.5,3.9,4.1,3.9,4.1,4.5,3.9,See All 193 Reviews,"KKR is a leading global investment firm that manages investments across multiple asset classes including private equity, energy, infrastructure, real estate, credit and hedge funds. KKR aims to generate attractive investment returns by following a patient and disciplined investment approach, employing world‐class people, and driving growth and value creation at the asset level. KKR invests its own capital alongside its partners' capital and brings opportunities to others through its capital markets business. References to KKR's investments may include the activities of its sponsored funds. For additional information about KKR & Co. L.P. (NYSE:KKR), please visit KKR's website at www.kkr.com and on Twitter @KKR_Co.",N/A
Blue Raven Solar,1001 to 5000 Employees,"Orem, UT",Energy,4.5,4.5,4.7,4.6,4.4,4.2,4.4,See All 352 Reviews,"Blue Raven Solar was founded in 2014 and has expanded to a national top selling solar brand. Blue Raven Solar believes all homeowners should have equal opportunity to invest in simple, reliable, affordable, high-quality solar power. Visit Blue Raven Solar at www.blueravensolar.com and follow us on Instagram, Facebook, LinkedIn, and Twitter.

Join the movement | Blue Raven Solar | The Future of Energy. Today.",N/A
Elon University,1001 to 5000 Employees,"Elon College, NC",Colleges & Universities,4.5,3.5,4.3,4.2,4.3,3.8,4.3,See All 148 Reviews,"Elon University has built a national reputation as the premier student-centered university that values experiential learning and strong relationships between students and their faculty and staff mentors. Elon’s 7,000 students prepare to become the ethical leaders the world needs, putting their knowledge into action on campus, in the community and around the globe. Elon is known for academic excellence across the curriculum, and for engaged learning programs in study abroad, internships, undergraduate research, leadership and community service. Elon is ranked the nation’s #1 master’s-level university for study abroad and is a top-producer of Fulbright Student Scholars and Peace Corps volunteers. Elon leads the nation in the annual U.S. News & World Report recognition for academic programs that “Focus on Student Success.” More than 435 full-time faculty members teach in six academic units: Elon College, the College of Arts and Sciences; the Martha and Spencer Love School of Business; the School of Communications; the School of Education; the School of Health Sciences; and the School of Law. Elon’s four-year graduation rate of 79 percent ranks in the top 10 percent of U.S. private universities. The student-faculty ratio is 12-1, and the average class size is 20. The university’s 656-acre residential campus in the Town of Elon, N.C., is consistently recognized as one of the nation’s finest environments for learning. The Elon Phoenix NCAA Division I athletic program is a member of the Colonial Athletic Association.",N/A
"Restaurant Associates
Part of Compass Group USA",10000+ Employees,"New York, NY",Catering & Food Service Contractors,4.5,4.3,4.4,4.2,4.3,4.3,4.3,See All 384 Reviews,"RESTAURANT ASSOCIATES: A CULTURE OF CARE
Innovators in culinary, hospitality, and well-being for over 60 years.

At RA, food is inspiration. Since the 1950's, we've delivered culinary excellence and unparalleled hospitality to some of the most recognizable institutions and brands in the world, including Google, Tiffany & Company and The Guggenheim Museum. Our reputation is built on our ability to continuously evolve and innovate. Our work goes beyond the excellence of our food and hospitality. It extends to industry-best wellness and sustainability practices and a commitment to integrating human-centered technology throughout our company.

In all that we do, people matter. We value our guests, our communities, and most importantly, our own.

HISTORY & HERITAGE
RA has a rich history of restaurant and hospitality heritage with culinary luminaries such as James Beard, Julia Child and Joe Baum, the iconic restaurateur and innovator who created the country's first themed restaurants and defined our DNA.
At the heart of RA is:

A commitment to fresh, seasonal and responsible sourcing.
Honest, scratch cooking with wellness at the foundation.
Simple, unfussy styling and presentation.
A diverse and hospitable team of chefs and managers with the talent and expertise to customize an experience unique to each client. All with decades of experience from our dedicated support team.
WHERE CAN YOU FIND US?
Headquartered in New York City, and with a heritage steeped in quality and innovative dining, Restaurant Associates operates a premier portfolio of corporate accounts, prestigious law firms, educational facilities and landmark cultural centers.

We pride ourselves in serving over 160 clients in New York City, Boston, Washington, D.C., Atlanta, Chicago, Detroit, Hartford, Knoxville, Philadelphia, Wilmington, and Canada.","Mission: Restaurant Associates: A Culture of Care
Our Hospitality Vision

CARE is RA's hospitality vision. When we CARE, we Connect, Anticipate, Respect and Exceed. We believe in consistently delivering an unparalleled culinary and hospitality experience for each other, our guests and our community."
Rose International,1001 to 5000 Employees,"Chesterfield, MO",Staffing & Outsourcing,4.5,4.8,4.6,4.7,4.5,4.0,4.5,See All 662 Reviews,"Founded in 1993, Rose International is a leader in providing Workforce Solutions and Information Technology Solutions nationwide. We have 20+ offices across the U.S, and offer thousands of opportunities across the industries we service.",N/A
Baylor University,1001 to 5000 Employees,"Waco, TX",Colleges & Universities,4.5,3.9,4.2,4.0,4.0,3.8,3.9,See All 545 Reviews,"Baylor University is a private Christian University and a nationally ranked research institution. The University provides a vibrant campus community for more than 17,000 students by blending interdisciplinary research with an international reputation for educational excellence and a faculty commitment to teaching and scholarship. Chartered in 1845 by the Republic of Texas through the efforts of Baptist pioneers, Baylor is the oldest continually operating University in Texas. Located in Waco, Baylor welcomes students from all 50 states and more than 80 countries to study a broad range of degrees among its 12 nationally recognized academic divisions.",N/A
Baird,1001 to 5000 Employees,"Milwaukee, WI",Investment Banking & Asset Management,4.5,4.0,4.5,4.2,4.3,4.3,4.2,See All 371 Reviews,"Baird is an employee-owned, international wealth management, capital markets, private equity and asset management firm with offices in the United States, Europe and Asia. Established in 1919, Baird has over 4,500 associates serving the needs of individual, corporate, institutional and municipal clients. Baird oversees and manages client assets of more than $285 billion. Committed to being a great place to work, Baird is one of FORTUNE’s “100 Best Companies to Work For” in 2019 -- our sixteenth consecutive year on the list. Pension & Investment Magazine also recognized our asset management business as a top place to work in our size category over the each of the past five years, which is since the inception of the award.","Mission: Our mission is To provide the best financial advice and service to our clients and be the best place to work for our associates.

Beyond our mission, Baird has an Associate Promise. We believe every associate matters. We’re committed to providing an environment of trust, respect and teamwork, where you partner with the best in the industry and thrive. We are passionate about how we achieve great outcomes together for our clients, communities and each other."
Google,10000+ Employees,"Mountain View, CA",Internet,4.5,4.4,4.4,4.3,4.1,4.5,4.3,"See All 18,363 Reviews","Google is not a conventional company, and we don’t intend to become one. True, we share attributes with the world’s most successful organizations – a focus on innovation and smart business practices comes to mind – but even as we continue to grow, we’re committed to retaining a small-company feel. At Google, we know that every employee has something important to say, and that every employee is integral to our success. We provide individually-tailored compensation packages that can be comprised of competitive salary, bonus, and equity components, along with the opportunity to earn further financial bonuses and rewards.

Googlers thrive in small, focused teams and high-energy environments, believe in the ability of technology to change the world, and are as passionate about their lives as they are about their work. For more information, visit careers.google.com.",N/A
Apple,10000+ Employees,"Cupertino, CA",Computer Hardware & Software,4.3,4.4,4.3,3.7,3.7,4.3,3.8,"See All 20,850 Reviews","We’re a diverse collective of thinkers and doers, continually reimagining what’s possible to help us all do what we love in new ways. The people who work here have reinvented entire industries with the Mac, iPhone, iPad, and Apple Watch, as well as with services, including Apple TV, the App Store, Apple Music, and Apple Pay. And the same innovation that goes into our products also applies to our practices — strengthening our commitment to leave the world better than we found it.

Every new product we invent, service we create, or store we open is the result of people working together to make each other’s ideas stronger. That happens here because every one of us strives toward a common goal — creating the best customer experiences. So bring your passion, courage, and original thinking and get ready to share it. This is where your work can make a difference in people’s lives. Including your own.",N/A
US Air Force,10000+ Employees,"Washington, DC",Federal Agencies,4.2,4.2,4.0,3.3,3.4,4.3,4.2,"See All 16,598 Reviews","The mission of the US Department of the Air Force is to fly, fight, and win -- in air, space, and cyberspace. Along with the Army, Navy, and Marine Corps, the US Air Force is a major military branch of the US Department of Defense responsible for defending the US and its interests through aerial, space, and cyber warfare. The agency includes more than a dozen major commands, including the Air Force Reserve and Air National Guard. It also consists of field operating agencies and direct reporting units, which are typically assigned to specialized missions. It has more than 150,000 civilian employees and 330,000 active duty personnel, some of whom are deployed in Afghanistan, Iraq, and the Asia/Pacific region.",N/A
Cisco Systems,10000+ Employees,"San Jose, CA",Computer Hardware & Software,4.2,4.3,4.3,4.2,3.8,4.1,3.9,"See All 21,808 Reviews","#WeAreCisco, where each person is unique, but we bring our talents to work as a team and make a difference. Here’s how we do it.

We embrace digital, and help our customers implement change in their digital businesses. Some may think we’re “old” (30 years strong!) and only about hardware, but we’re also a software company. And a security company. A blockchain company. An AI/Machine Learning company. We even invented an intuitive network that adapts, predicts, learns and protects. No other company can do what we do – you can’t put us in a box!

But “Digital Transformation” is an empty buzz phrase without a culture that allows for innovation, creativity, and yes, even failure (if you learn from it.)

So, you have colorful hair? Don’t care. Tattoos? Show off your ink. Like polka dots? That’s cool. Pop culture geek? Many of us are. Passion for technology and world changing? Be you, with us!","Mission: Cisco wants you to bring your uniqueness, join teams to solve challenges, and work together to get results. Be you, with us! #WeAreCisco!

Day to day, we focus on the give and take. We give our best, we give our egos a break and we give of ourselves (because giving back is built into our DNA.) We take accountability, we take bold steps, and we take difference to heart. Because without diversity of thought and a commitment to equality for all, there is no moving forward."
Capital One,10000+ Employees,"Mc Lean, VA",Banks & Credit Unions,4.1,4.2,4.1,4.1,3.6,4.2,3.7,"See All 9,224 Reviews","Capital One is where professional achievement meets personal satisfaction. Here, every day is another chance to do meaningful work and disrupt an entire industry in positive ways—while getting the opportunities, support and benefits you need.

Compassionate and curious. Inspirational and energized. That’s #LifeAtCapitalOne. Discover it for yourself today.","Mission: Capital One is an equal opportunity employer committed to diversity and inclusion in the workplace. All qualified applicants will receive consideration for employment without regard to sex, race, color, age, national origin, religion, sexual orientation, gender identity, protected veteran status, disability or other protected status."
Qualcomm,10000+ Employees,"San Diego, CA",Computer Hardware & Software,4.1,3.9,3.8,3.4,3.6,4.1,4.0,"See All 6,804 Reviews","We’re looking for inventive minds to help fuel what’s next in 5G.

Qualcomm is the wireless technology innovator and the company of inventors that unlocked 5G. We’re ushering in an age of rapid acceleration in wireless connectivity that’s transforming entire industries and enriching lives on a global scale. From smartphones to smart homes, mobile PCs to automotive, gaming to XR/VR/AR, and audio to factories of the future, 5G may be the most important technological development of the 21 st century — and Qualcomm is leading the way.

But this is just the beginning. It takes brilliant minds with diverse skills, backgrounds, and cultures to transform 5G’s potential into world-changing technologies and products. This is the Invention Age — and this is where you come in.",N/A
Intel Corporation,10000+ Employees,"Santa Clara, CA",Computer Hardware & Software,4.1,4.4,4.1,4.0,3.5,4.0,3.9,"See All 17,699 Reviews","Intel’s mission is to shape the future of technology to help create a better future for the entire world. By pushing forward in fields like AI, analytics and cloud-to-edge technology, Intel’s work is at the heart of countless innovations. From major breakthroughs like self-driving cars and rebuilding the coral reefs, to things that make everyday life better like blockbuster effects and improved shopping experiences — they’re all powered by Intel technology. With a career at Intel, you have the opportunity to help make the future more wonderful for everyone.

Join us.",N/A
Bank of America,10000+ Employees,"Charlotte, NC",Banks & Credit Unions,4.0,4.3,4.0,3.8,3.5,4.0,3.8,"See All 26,089 Reviews","Bank of America is one of the world's largest financial institutions, serving individuals, small- and middle-market businesses and large corporations with a full range of banking, investing, asset management and other financial and risk management products and services. The company serves approximately 56 million U.S. consumer and small business relationships. It is among the world's leading wealth management companies and is a global leader in corporate and investment banking and trading.",N/A
Accenture,10000+ Employees,"Dublin, Ireland",Consulting,4.0,4.2,3.9,3.4,3.5,3.9,3.9,"See All 73,980 Reviews","Accenture is a global professional services company with leading capabilities in digital, cloud and security. Combining unmatched experience and specialized skills across more than 40 industries, we offer Strategy and Consulting, Interactive, Technology and Operations services—all powered by the world’s largest network of Advanced Technology and Intelligent Operations centers. Our 500,000 people deliver on the promise of technology and human ingenuity every day, serving clients in more than 120 countries. We embrace the power of change to create value and shared success for our clients, people, shareholders, partners and communities. Visit us at www.accenture.com.",N/A
Idaho Central Credit Union,1001 to 5000 Employees,"Chubbuck, ID",Banks & Credit Unions,4.4,5.0,4.5,4.3,4.6,4.1,4.4,See All 138 Reviews,"Our mission is to help members achieve financial success... and we have fun doing it! We are the Green Team. We drive Green Jeeps and Green Machines. We serve the community at parades, tailgates, and charity events. We bring the party with the Money Machine, excitement, and our families. The culture is one where we care about each other. We are a work family. People can feel it. Idaho Central Credit Union was named a Best Place to Work in Idaho. We are a top financially performing credit union in the nation.",N/A
"Wix
Hiring Surge",1001 to 5000 Employees,"Tel Aviv, Israel",Internet,4.4,4.3,4.4,4.2,3.9,4.1,4.0,See All 434 Reviews,"Wix was built around the idea that everyone should have access to the tools they need to create a professional online presence - for free. It’s this thinking that has driven Wix at every turn and in every aspect, from how we work with our users to how we treat our own people. We believe that everyone should have the ability, right, and opportunity to grow, succeed, make a meaningful impact and have fun doing it.

It’s the Wix way.

With over 182 million users, from individuals to agencies, small online stores to massive enterprises, we work hard to make every interaction delightful for our users. When it comes to our people, we work even harder. Our environment is global, fast-paced, dynamic, fun and creative. And our vision for the future is very ambitious!

With an amazing group of 3,000 professionals - who also happen to be great people who’re fun to work with - we run our business the Wix way. We operate on trust and transparency, and believe that personal development comes with ownership and responsibility. We work hard to delight our people by giving them everything they need to work at their best pace, creating, innovating and making the online lives of our users the best they can be.

In our US offices (New York, San Francisco, Miami, Denver, Austin, Phoenix, Cedar Rapids and LA) you’ll find plenty of career opportunities in customer care, sales, account management, business development, marketing, and more.

We hire based on skills and talent so your diverse background is a plus!","Mission: Wix started out small with a huge idea: To give anyone, anywhere the ability to build a website. Today, with over 182 million users, businesses, agencies and companies - we empower any business, community or person to be successful online. We deliver innovative products that impact the lives of millions, using the most advanced technologies. Our vision is big, our drive is bigger."
City of Los Angeles,10000+ Employees,"Los Angeles, CA",Municipal Governments,4.4,4.6,4.2,4.4,4.0,4.4,4.2,See All 392 Reviews,"Los Angeles may be a Mecca for the rich, famous, and wannabes but there is little glamour in running a city of more than 4 million people. Governing responsibilities are shared among the city's mayor and city council, while more than 40 various commissions, departments, and bureaus see to the more mundane daily operations that keep the wheels spinning. Elected every four years, the mayor appoints most commission members (subject to approval by the city council) and serves as the city's executive officer. Also elected to four year terms, the city's 15 district council members represent Angelenos' needs and wants in the political system. The city has a budget of approximately $7 billion a year.",N/A
Wake Forest University,1001 to 5000 Employees,"Winston-Salem, NC",Colleges & Universities,4.4,3.9,4.3,4.3,3.8,3.7,3.7,See All 323 Reviews,"Demon Deacons may sound like a weary clergyman's nightmare but at Wake Forest, it's something to cheer about. Wake Forest University (WFU), home of the Demon Deacons, is a private liberal arts institution that operates through about half a dozen colleges and schools: law, medicine, arts and sciences, business and accountancy, management, and divinity. WFU provides more than 35 majors and enjoys a low student-to-faculty ratio (11-to-one). Total enrollment is about 7,100 students, which might explain how the university is able to give a laptop computer to every undergraduate. WFU was established in 1834 in Wake Forest, North Carolina; it moved to its present location in Winston-Salem in 1956.",N/A
